"","gene","logfc","ave_expr","p_value","adj_p_value","comparison"
"MSN","MSN",0.993331440973922,11.1694628199427,1.23501737355579e-22,1.1057110545445e-18,"cid1 - cid0"
"NR3C2","NR3C2",-1.16752499974033,10.0381001798321,3.9245379847009e-21,1.75681942885136e-17,"cid1 - cid0"
"DENND5A","DENND5A",1.13233789057726,8.59070031096165,1.30247679607528e-20,3.63709546495229e-17,"cid1 - cid0"
"FAM20C","FAM20C",1.09302591281276,8.78271990780056,1.62497284260127e-20,3.63709546495229e-17,"cid1 - cid0"
"ANGPTL2","ANGPTL2",1.18542872412362,9.29981354779883,2.48855816598131e-20,4.45601225200614e-17,"cid1 - cid0"
"MSL3","MSL3",0.679441844236107,9.51386517218975,5.87245914614599e-20,8.76268778924085e-17,"cid1 - cid0"
"MX2","MX2",1.10665654544697,8.7784386462298,1.08265674940301e-19,1.38471798248645e-16,"cid1 - cid0"
"GFPT2","GFPT2",1.41106115458305,7.37920216383101,2.47525108464678e-19,2.77011537010533e-16,"cid1 - cid0"
"CHST15","CHST15",1.11720924183397,9.32063958865844,4.10522390572171e-19,4.08378551421405e-16,"cid1 - cid0"
"KLF4","KLF4",-0.981340697566603,10.1159399217545,7.86820403351652e-19,7.04440307120734e-16,"cid1 - cid0"
"SPRY2","SPRY2",-0.784559354490233,9.96746621576521,1.83852302187207e-18,1.49639060134733e-15,"cid1 - cid0"
"TNC","TNC",1.97841748641637,10.128846506366,2.15934117660801e-18,1.60760441521387e-15,"cid1 - cid0"
"TGFBI","TGFBI",1.00002294662486,11.6924381857441,2.43262550272142e-18,1.60760441521387e-15,"cid1 - cid0"
"IL24","IL24",2.64837311521383,7.39050729670526,2.51384584083483e-18,1.60760441521387e-15,"cid1 - cid0"
"FNBP1L","FNBP1L",-0.702522686094557,10.0440205256667,3.95973733071615e-18,2.36343522146011e-15,"cid1 - cid0"
"STX19","STX19",-1.14597412301178,8.70225431161971,4.92075288131879e-18,2.75346878415294e-15,"cid1 - cid0"
"LRRK2","LRRK2",1.28537167235741,7.70449397132177,6.48646956721031e-18,3.41608011971964e-15,"cid1 - cid0"
"LGALS1","LGALS1",0.914154939491636,11.8405858769146,7.48373737627285e-18,3.7223278183206e-15,"cid1 - cid0"
"CMAS","CMAS",-0.813506711059754,9.61473093692949,8.73751566532291e-18,4.11720935534927e-15,"cid1 - cid0"
"UGP2","UGP2",-0.625399209904527,12.2089364514679,1.12404029035968e-17,5.03176635979511e-15,"cid1 - cid0"
"PECAM1","PECAM1",1.2943660019226,8.50240594685933,1.27300829720186e-17,5.42725870707058e-15,"cid1 - cid0"
"ERLIN1","ERLIN1",-0.506074406741838,10.6899462617358,1.66752394811322e-17,6.78606450338985e-15,"cid1 - cid0"
"LDLRAD3","LDLRAD3",1.00034185617495,7.91644454764536,1.78143596317888e-17,6.93443312101762e-15,"cid1 - cid0"
"NET1","NET1",-0.669559457544729,10.9331751417788,2.46223169526354e-17,9.18515015320603e-15,"cid1 - cid0"
"BICC1","BICC1",1.24802295917174,7.4271018586722,2.83163972165973e-17,1.01406681712078e-14,"cid1 - cid0"
"SH3RF1","SH3RF1",-0.784332350039552,10.0208835735204,3.16897896211422e-17,1.09122571722341e-14,"cid1 - cid0"
"THEMIS2","THEMIS2",1.00908763020254,8.69691590081468,3.76651625093445e-17,1.24894888868949e-14,"cid1 - cid0"
"GPD1L","GPD1L",-0.868897911421238,9.85641575863542,4.8603416213308e-17,1.55409423342052e-14,"cid1 - cid0"
"DERA","DERA",-0.561461926044926,10.0997558353497,5.20773472569592e-17,1.60775341376399e-14,"cid1 - cid0"
"PTP4A3","PTP4A3",1.52002190814611,8.19922278629124,6.82567499508579e-17,2.03161690011415e-14,"cid1 - cid0"
"ELOVL6","ELOVL6",-1.20751138662998,10.8123872562973,7.034527410202e-17,2.03161690011415e-14,"cid1 - cid0"
"GMFG","GMFG",1.18320813819162,9.32226306461454,7.51501071265873e-17,2.09301305676465e-14,"cid1 - cid0"
"COL12A1","COL12A1",1.88066644910764,9.75895141131345,7.71466892362711e-17,2.09301305676465e-14,"cid1 - cid0"
"WNT5A","WNT5A",1.48427178399432,9.72947795217157,8.4535948723089e-17,2.22603043799358e-14,"cid1 - cid0"
"TDP2","TDP2",-0.763468961739129,11.7828041703963,1.00596915609655e-16,2.57326910129497e-14,"cid1 - cid0"
"TNFRSF1B","TNFRSF1B",0.828037598049278,9.43207278886554,1.39335480549298e-16,3.3915403777927e-14,"cid1 - cid0"
"S100A4","S100A4",0.995576081930732,10.5636969032182,1.40161950160091e-16,3.3915403777927e-14,"cid1 - cid0"
"PARM1","PARM1",-0.845807542931084,11.2794932623982,1.46980862759345e-16,3.46294648495898e-14,"cid1 - cid0"
"SLC35B3","SLC35B3",-0.476020934308846,10.183656638226,1.83556570116829e-16,4.21379992886147e-14,"cid1 - cid0"
"SPAG1","SPAG1",-0.71838863170399,9.14081611294987,1.91341606723322e-16,4.28270351248474e-14,"cid1 - cid0"
"RAB31","RAB31",1.01411861884728,10.3142950364734,2.02523292086692e-16,4.35867125926005e-14,"cid1 - cid0"
"ADA","ADA",0.84390207463564,8.29047674546958,2.04472459386711e-16,4.35867125926005e-14,"cid1 - cid0"
"ICAM3","ICAM3",0.901461995520858,10.1809436558656,2.16554342800682e-16,4.44861211295917e-14,"cid1 - cid0"
"PREX1","PREX1",1.15918193019002,8.42283610285414,2.18629434793034e-16,4.44861211295917e-14,"cid1 - cid0"
"SFMBT2","SFMBT2",0.890974724441461,7.70180915531802,2.79516243482691e-16,5.56113095089007e-14,"cid1 - cid0"
"TSPAN13","TSPAN13",-0.482113791777509,12.4343623688779,2.88963820178264e-16,5.62411539577391e-14,"cid1 - cid0"
"SERINC5","SERINC5",-0.581005733424428,10.9247527874957,2.99062990753622e-16,5.69683182173868e-14,"cid1 - cid0"
"PRICKLE2","PRICKLE2",0.82584825454007,7.43439471942898,3.19299222035542e-16,5.95559569767542e-14,"cid1 - cid0"
"FAM129A","FAM129A",1.29176192688672,7.97460506678541,4.36738437887738e-16,7.90526205868017e-14,"cid1 - cid0"
"COL4A2","COL4A2",0.951804716926075,10.6145398885441,4.41486767490236e-16,7.90526205868017e-14,"cid1 - cid0"
"HCLS1","HCLS1",1.09472166425701,10.0694352264557,4.60297167569743e-16,8.08047164951355e-14,"cid1 - cid0"
"PDE8A","PDE8A",-0.556017433041351,8.71900957678173,4.76379980383764e-16,8.20198070072277e-14,"cid1 - cid0"
"CDK14","CDK14",0.914818316663119,8.2466818368446,5.75058736311821e-16,9.71026641181762e-14,"cid1 - cid0"
"TMEM168","TMEM168",-0.518283716036082,9.78741434294682,5.85674507135208e-16,9.71026641181762e-14,"cid1 - cid0"
"FOXA3","FOXA3",-0.984864284388362,9.39524675174573,6.3665788721151e-16,1.00342812803375e-13,"cid1 - cid0"
"COL7A1","COL7A1",1.20861002296372,8.35895494955638,6.36823920610958e-16,1.00342812803375e-13,"cid1 - cid0"
"CHN1","CHN1",1.31677600411809,8.12790295621847,6.38840648921296e-16,1.00342812803375e-13,"cid1 - cid0"
"CLMP","CLMP",1.0881469326362,8.39623993824586,6.73690705041604e-16,1.0399229107306e-13,"cid1 - cid0"
"FAM3D","FAM3D",-0.956665781843617,12.1221489991157,6.98096710341922e-16,1.05933217757478e-13,"cid1 - cid0"
"C4orf19","C4orf19",-0.876291744256363,9.70932570712858,7.15932914201222e-16,1.06829123014059e-13,"cid1 - cid0"
"TMEM9B","TMEM9B",-0.519928158956095,10.8852183838334,9.15498056162919e-16,1.3403209318398e-13,"cid1 - cid0"
"SELPLG","SELPLG",1.12919088715213,8.93167840453221,9.33365212340945e-16,1.3403209318398e-13,"cid1 - cid0"
"RBMS1","RBMS1",1.06524419030124,8.72760523610063,9.44794249166341e-16,1.3403209318398e-13,"cid1 - cid0"
"TLE3","TLE3",0.797370851043002,7.98668006238322,9.58120625910282e-16,1.3403209318398e-13,"cid1 - cid0"
"A1CF","A1CF",-1.03532371138291,9.40569247430879,9.94698571628867e-16,1.37008250950665e-13,"cid1 - cid0"
"GNE","GNE",-0.830037895365573,10.7069354927943,1.02109514726097e-15,1.38513103839809e-13,"cid1 - cid0"
"AKR1B1","AKR1B1",1.07366621812195,10.1419833912303,1.04513414425277e-15,1.39657999902912e-13,"cid1 - cid0"
"CASP6","CASP6",-0.78761826549963,9.44274577759116,1.22312063253324e-15,1.61038220927502e-13,"cid1 - cid0"
"NR3C1","NR3C1",0.753644592965822,9.43779456832553,1.30472973700963e-15,1.69293410658656e-13,"cid1 - cid0"
"SLA","SLA",1.09282087208095,8.70650781292884,1.58411228103944e-15,2.02607960744944e-13,"cid1 - cid0"
"BASP1","BASP1",1.35020723356032,10.8955456210189,1.62499376545637e-15,2.03209703337061e-13,"cid1 - cid0"
"CCL28","CCL28",-1.07756907394739,9.15218232220437,1.63421184410459e-15,2.03209703337061e-13,"cid1 - cid0"
"PXDN","PXDN",0.937335897288362,9.66793637550903,1.68884928128022e-15,2.04996146571418e-13,"cid1 - cid0"
"SH3BGRL2","SH3BGRL2",-0.883456606820699,9.96452607200356,1.69437226027979e-15,2.04996146571418e-13,"cid1 - cid0"
"MRAP2","MRAP2",-0.947611605075746,9.11991859772125,1.76846198407188e-15,2.1110720191194e-13,"cid1 - cid0"
"IL7R","IL7R",1.30749598123009,9.63690877308581,1.86352192852888e-15,2.19527787185777e-13,"cid1 - cid0"
"RAI14","RAI14",1.07202494077478,8.48756352303475,2.03142342418173e-15,2.36199141775312e-13,"cid1 - cid0"
"PTPRM","PTPRM",0.829840926808142,8.55640242891358,2.28385825997661e-15,2.59349041372394e-13,"cid1 - cid0"
"ITGA5","ITGA5",1.14013219318393,9.07336907771945,2.28845909398181e-15,2.59349041372394e-13,"cid1 - cid0"
"ITM2C","ITM2C",-0.783697653766115,12.9810237077963,2.41027373310106e-15,2.69739759155672e-13,"cid1 - cid0"
"COG5","COG5",-0.568680411713174,9.49979802162636,2.44803694534971e-15,2.70583639156987e-13,"cid1 - cid0"
"ICAM1","ICAM1",1.22629580046193,9.79007358797393,3.20456755007915e-15,3.4988406433974e-13,"cid1 - cid0"
"PIP5K1B","PIP5K1B",-0.756877692486468,10.2635175220287,4.39558732738229e-15,4.741408836392e-13,"cid1 - cid0"
"NIPSNAP3A","NIPSNAP3A",-0.631034977544877,9.64647841113707,4.72265098416894e-15,5.01695217379888e-13,"cid1 - cid0"
"RAB8B","RAB8B",0.677881285841961,8.21506277923601,4.7631066097722e-15,5.01695217379888e-13,"cid1 - cid0"
"CHI3L1","CHI3L1",1.92671892336984,10.805468805568,5.14387971216686e-15,5.35501803058487e-13,"cid1 - cid0"
"NDFIP2","NDFIP2",-0.724233684535513,10.5642201982077,5.64574182648602e-15,5.80365476102891e-13,"cid1 - cid0"
"SMAP2","SMAP2",0.888515669929797,9.81294437723952,5.70447468971903e-15,5.80365476102891e-13,"cid1 - cid0"
"NCF4","NCF4",0.894802881333321,9.03277327103585,5.82112384111482e-15,5.85578896061809e-13,"cid1 - cid0"
"GRAMD1A","GRAMD1A",0.774736750389994,8.37291852423608,6.49462542038936e-15,6.46070904319399e-13,"cid1 - cid0"
"GALNT12","GALNT12",-1.10301754060451,10.3819603016567,6.6774434007617e-15,6.56957700736478e-13,"cid1 - cid0"
"SPAG4","SPAG4",1.11126743942409,8.10295325223548,6.85657273003936e-15,6.6724886578307e-13,"cid1 - cid0"
"C9orf152","C9orf152",-0.992588807268525,9.84364737040624,7.42876142850815e-15,7.04054811348928e-13,"cid1 - cid0"
"ZDHHC13","ZDHHC13",-0.457941739527206,9.36157708740888,7.44812649092121e-15,7.04054811348928e-13,"cid1 - cid0"
"FFAR4","FFAR4",-0.933377187729009,9.11874975381232,7.4707033483914e-15,7.04054811348928e-13,"cid1 - cid0"
"NXPE1","NXPE1",-1.17946696994843,9.97073059267772,7.57811730011709e-15,7.05087457244398e-13,"cid1 - cid0"
"SHROOM3","SHROOM3",-0.721621911430416,9.72767223594459,7.71676147263863e-15,7.05087457244398e-13,"cid1 - cid0"
"FCGR2B","FCGR2B",1.20909413957136,8.17644780603608,7.71792369149458e-15,7.05087457244398e-13,"cid1 - cid0"
"TRPS1","TRPS1",0.909850975886441,7.10800267777703,7.8829834454686e-15,7.12892432194751e-13,"cid1 - cid0"
"SLC35A3","SLC35A3",-0.739835768396627,11.295893672676,8.14229636637707e-15,7.28979793681739e-13,"cid1 - cid0"
"AEBP1","AEBP1",0.91331417387085,8.96738799551918,8.91506102554133e-15,7.90262785759124e-13,"cid1 - cid0"
"EMP3","EMP3",0.908810885933839,9.51305713086153,9.72289057852338e-15,8.53421954407057e-13,"cid1 - cid0"
"C2orf88","C2orf88",-1.06086045179906,8.47605792684085,1.03690704290631e-14,9.01303762634966e-13,"cid1 - cid0"
"MYO5C","MYO5C",-0.682055160389796,10.3153141941191,1.07990074961767e-14,9.29649174166057e-13,"cid1 - cid0"
"CASP7","CASP7",-0.596323138843653,10.9376883252598,1.10717869237861e-14,9.4405436503483e-13,"cid1 - cid0"
"DCN","DCN",1.22135099806624,11.3410644652249,1.17651983472184e-14,9.93715290591006e-13,"cid1 - cid0"
"ATP2C2","ATP2C2",-1.03537840588125,9.65399157297846,1.24993560319356e-14,1.03920204280006e-12,"cid1 - cid0"
"CHST11","CHST11",1.40680720817932,7.42265535507332,1.25358897154481e-14,1.03920204280006e-12,"cid1 - cid0"
"CHST2","CHST2",0.986784298456671,8.94140521139137,1.28177661896297e-14,1.04774879214452e-12,"cid1 - cid0"
"MAPK6","MAPK6",-0.554902853149223,11.2076941680339,1.28730444695518e-14,1.04774879214452e-12,"cid1 - cid0"
"MBOAT1","MBOAT1",-0.697375789329968,9.43355548418559,1.36822659636852e-14,1.10357952407994e-12,"cid1 - cid0"
"ZNF281","ZNF281",0.510399134164411,8.61435475838084,1.38917220899385e-14,1.11046953456446e-12,"cid1 - cid0"
"LILRB3","LILRB3",1.44821459605233,8.56738891401447,1.49100518950319e-14,1.18132473111699e-12,"cid1 - cid0"
"EPB41L4B","EPB41L4B",-0.93265645764391,10.6953901777414,1.50756579185336e-14,1.18396811705817e-12,"cid1 - cid0"
"SLC39A5","SLC39A5",-0.892818964472616,9.28740883180741,1.53138640959063e-14,1.19221761087521e-12,"cid1 - cid0"
"SLC7A7","SLC7A7",0.740668338802809,9.11333194482859,1.57477633183925e-14,1.21317920497843e-12,"cid1 - cid0"
"LY96","LY96",1.19562260899863,9.69905448598221,1.58589815354199e-14,1.21317920497843e-12,"cid1 - cid0"
"TWIST1","TWIST1",1.40048889106122,7.61777298581339,1.59908362984022e-14,1.21317920497843e-12,"cid1 - cid0"
"MOB3A","MOB3A",0.684559082451111,9.52610007769521,1.61251340771175e-14,1.21317920497843e-12,"cid1 - cid0"
"ACSS2","ACSS2",-0.791006506690652,10.4328747289488,1.63349130739411e-14,1.21872063959162e-12,"cid1 - cid0"
"ARHGAP9","ARHGAP9",1.14019555078388,9.54406384630173,1.67553846606534e-14,1.23975999063495e-12,"cid1 - cid0"
"BCL6","BCL6",1.19551862758455,10.0307457230324,1.73814160369337e-14,1.27553948998908e-12,"cid1 - cid0"
"MKRN1","MKRN1",-0.372951282785996,10.9942492167577,1.79345003650014e-14,1.30542749404762e-12,"cid1 - cid0"
"THBD","THBD",0.994153970876136,8.86917857789506,1.99183430267965e-14,1.43813649289443e-12,"cid1 - cid0"
"BRI3BP","BRI3BP",-0.463520336301317,10.8586391020683,2.00969393861625e-14,1.4394231865945e-12,"cid1 - cid0"
"DHX32","DHX32",-0.580062131145057,9.83699157881482,2.07761852267287e-14,1.47626338361033e-12,"cid1 - cid0"
"DPP7","DPP7",0.683192407813488,8.99093808040932,2.16634644434522e-14,1.52718895403328e-12,"cid1 - cid0"
"CSF2RB","CSF2RB",1.17797550425842,10.3844425495933,2.1912301198638e-14,1.53266275493286e-12,"cid1 - cid0"
"ELF3","ELF3",-0.876352424837036,10.4645889253537,2.29745219608365e-14,1.59450306290984e-12,"cid1 - cid0"
"TMEM154","TMEM154",1.16356863879612,8.4301732073318,2.32541535942026e-14,1.60149567022228e-12,"cid1 - cid0"
"SLC15A4","SLC15A4",0.414561926825384,9.07870184951793,2.40547708899807e-14,1.6439875097557e-12,"cid1 - cid0"
"GRHL2","GRHL2",-0.751247738187999,8.50791018417556,2.49619705553261e-14,1.69306456349875e-12,"cid1 - cid0"
"ASAP1","ASAP1",0.7968150215805,8.28212474308474,2.52183619633256e-14,1.69759394479439e-12,"cid1 - cid0"
"PIGZ","PIGZ",-0.953535225095484,8.70077113614224,2.69065374085223e-14,1.79771812998881e-12,"cid1 - cid0"
"LRRC19","LRRC19",-1.13767529705116,9.54599773689998,2.76288457278878e-14,1.83230411705022e-12,"cid1 - cid0"
"CTHRC1","CTHRC1",1.40884348929994,9.19267840746192,2.83238932499533e-14,1.86458688431494e-12,"cid1 - cid0"
"WISP1","WISP1",1.00034145817173,7.36123049721128,2.9795389849028e-14,1.93392338520658e-12,"cid1 - cid0"
"FRMD3","FRMD3",-0.666801820890967,8.80910228231832,2.98091619745904e-14,1.93392338520658e-12,"cid1 - cid0"
"RHBDF2","RHBDF2",0.656588786870463,8.45497532305285,3.08910535876755e-14,1.98969498396014e-12,"cid1 - cid0"
"EXPH5","EXPH5",-1.09139375245466,7.86506450423807,3.26364274570167e-14,2.08709953587622e-12,"cid1 - cid0"
"FXYD3","FXYD3",-0.943514726455556,11.4636967397977,3.33577185223334e-14,2.10215888389943e-12,"cid1 - cid0"
"HSD11B2","HSD11B2",-1.5060090381334,10.1760619081123,3.34318134727966e-14,2.10215888389943e-12,"cid1 - cid0"
"SCP2","SCP2",-0.574749011980073,11.5720556701776,3.3576311895188e-14,2.10215888389943e-12,"cid1 - cid0"
"SNX10","SNX10",0.887996586110214,8.95941747524372,3.45373934896069e-14,2.14731447161424e-12,"cid1 - cid0"
"PPM1B","PPM1B",-0.305326313581437,10.4323344008076,3.48377403381887e-14,2.15105027067451e-12,"cid1 - cid0"
"MYO1F","MYO1F",1.06127635095261,9.12285311149837,3.6603225706191e-14,2.24457999827074e-12,"cid1 - cid0"
"AIM2","AIM2",1.23150008690021,8.43667768358235,3.73201142379525e-14,2.27297267192101e-12,"cid1 - cid0"
"TP53INP2","TP53INP2",-0.621890416341417,9.94369983905335,3.84446858560221e-14,2.32564373289842e-12,"cid1 - cid0"
"COL6A3","COL6A3",1.03064405905614,11.535978885277,4.05062450736603e-14,2.4339088063388e-12,"cid1 - cid0"
"NOX1","NOX1",-1.11281259462915,11.173196504811,4.08951618687017e-14,2.44089589473657e-12,"cid1 - cid0"
"RASSF2","RASSF2",1.04888595537778,8.92254938765131,4.29638190220614e-14,2.54738458082461e-12,"cid1 - cid0"
"INPP4A","INPP4A",0.663873053847965,7.74554013466204,4.37938859455382e-14,2.57951750572634e-12,"cid1 - cid0"
"IQSEC1","IQSEC1",0.716139639972331,8.00859946571051,5.03274384653672e-14,2.92656520031157e-12,"cid1 - cid0"
"TM9SF3","TM9SF3",-0.44789360848446,12.2815573022057,5.03396672453906e-14,2.92656520031157e-12,"cid1 - cid0"
"MEOX1","MEOX1",0.722990671338517,7.95299655248547,5.0891701422421e-14,2.93957034087055e-12,"cid1 - cid0"
"COL4A1","COL4A1",0.829898137320477,11.0039176165043,5.26273189848976e-14,3.00566697728601e-12,"cid1 - cid0"
"CYTIP","CYTIP",1.24585492091352,9.61620683682858,5.27074405711944e-14,3.00566697728601e-12,"cid1 - cid0"
"ST3GAL4","ST3GAL4",-0.914413078225085,9.18344439903551,5.39268943562087e-14,3.042085351269e-12,"cid1 - cid0"
"CAV1","CAV1",0.963185962897846,9.63418899077847,5.40256417794896e-14,3.042085351269e-12,"cid1 - cid0"
"CHI3L2","CHI3L2",1.30818016692154,7.83205339967375,5.71245359145709e-14,3.17793635693673e-12,"cid1 - cid0"
"TC2N","TC2N",-0.765304089346335,10.1579017023203,5.7148190937877e-14,3.17793635693673e-12,"cid1 - cid0"
"PLSCR4","PLSCR4",-0.569127904572488,9.29614598620961,6.21610304250603e-14,3.43535620614546e-12,"cid1 - cid0"
"SATB2","SATB2",-1.09725337202983,10.2637022970747,6.45778329000729e-14,3.54702661321689e-12,"cid1 - cid0"
"ITPRIP","ITPRIP",0.657063650270857,8.06258731833715,7.41474237780817e-14,4.04781637247052e-12,"cid1 - cid0"
"OLFML2B","OLFML2B",0.920506878387004,7.55227341715293,7.58589487168201e-14,4.11615253249509e-12,"cid1 - cid0"
"STAP2","STAP2",-0.805042514230397,10.0810014365249,7.71936210244083e-14,4.13487609446417e-12,"cid1 - cid0"
"PAFAH2","PAFAH2",-0.525320869760982,8.28463886091095,7.72213293247099e-14,4.13487609446417e-12,"cid1 - cid0"
"CTSL","CTSL",0.662046217338695,10.4189249833395,7.76162373591982e-14,4.13487609446417e-12,"cid1 - cid0"
"TOX3","TOX3",-0.774814175281398,10.4889565935731,7.80513861235837e-14,4.13487609446417e-12,"cid1 - cid0"
"PIK3CD","PIK3CD",1.18540344317303,8.83449922656377,7.95769147984561e-14,4.19089481288575e-12,"cid1 - cid0"
"CCDC69","CCDC69",0.936263124998678,8.52128374659596,8.11473755996658e-14,4.23966698490595e-12,"cid1 - cid0"
"JAML","JAML",1.02351467382804,8.96186166080914,8.14500973309308e-14,4.23966698490595e-12,"cid1 - cid0"
"GLA","GLA",0.482024575015325,9.14879898496481,8.54157409173085e-14,4.42038802562233e-12,"cid1 - cid0"
"SELL","SELL",1.7169932231923,9.84929388466311,8.74092273086164e-14,4.49755639134507e-12,"cid1 - cid0"
"NEDD4L","NEDD4L",-0.918409146040133,9.74850160008105,9.637436941913e-14,4.93051273948269e-12,"cid1 - cid0"
"ATP10B","ATP10B",-0.733699335408984,11.6038992307733,9.82864471128745e-14,4.99976455114526e-12,"cid1 - cid0"
"SERPING1","SERPING1",0.905561189020503,9.80153202048932,1.03143337555449e-13,5.21718814199964e-12,"cid1 - cid0"
"EVI2A","EVI2A",0.961123373265858,8.97303674722962,1.04425130672141e-13,5.25234940959368e-12,"cid1 - cid0"
"TNFAIP6","TNFAIP6",2.31267200350479,8.54046735925216,1.07026609920867e-13,5.35312423810905e-12,"cid1 - cid0"
"ARHGAP30","ARHGAP30",1.0910045010028,8.61552645139863,1.20424826843553e-13,5.9591374200357e-12,"cid1 - cid0"
"NRARP","NRARP",-0.864146892155043,10.2181463873116,1.20474016868811e-13,5.9591374200357e-12,"cid1 - cid0"
"MMP3","MMP3",1.88355200598607,11.9161536074454,1.27582773843741e-13,6.2760910671594e-12,"cid1 - cid0"
"LLGL2","LLGL2",-0.601419943166681,9.06670137124742,1.31323266430378e-13,6.42479346639985e-12,"cid1 - cid0"
"ROBO1","ROBO1",1.06471899305152,9.34189978951916,1.33120946187457e-13,6.47734690878426e-12,"cid1 - cid0"
"DHRS11","DHRS11",-1.08369516576977,9.50247590952947,1.37758752971596e-13,6.66677900191729e-12,"cid1 - cid0"
"PKIB","PKIB",-1.24320627083366,10.0081093148474,1.40950072193683e-13,6.78454836747335e-12,"cid1 - cid0"
"TSPAN12","TSPAN12",-0.680284188405114,9.5915514972742,1.47377351147802e-13,7.0559862290175e-12,"cid1 - cid0"
"APPL2","APPL2",-0.646993160525776,9.70032269148668,1.49924316982466e-13,7.13974686140435e-12,"cid1 - cid0"
"CD53","CD53",1.08774292845561,11.294715688331,1.71177397678747e-13,8.07996722694537e-12,"cid1 - cid0"
"LAMB2","LAMB2",0.708407122928936,8.12324870142644,1.71472553682522e-13,8.07996722694537e-12,"cid1 - cid0"
"PLEKHO2","PLEKHO2",0.584384690230634,8.93975004304654,1.74824926794234e-13,8.19480402926059e-12,"cid1 - cid0"
"CLDN3","CLDN3",-1.04083389807703,11.4078217053332,1.93347376498234e-13,9.01582844681609e-12,"cid1 - cid0"
"PAPSS2","PAPSS2",-0.632819833488188,11.0876037022914,1.96139111087438e-13,9.09861897184368e-12,"cid1 - cid0"
"FRYL","FRYL",-0.57819504807963,9.65141339914572,2.00921650044407e-13,9.27243058168852e-12,"cid1 - cid0"
"IL10RA","IL10RA",0.881128170161816,9.30635314570422,2.05357110530626e-13,9.42852415682409e-12,"cid1 - cid0"
"FGR","FGR",1.09506929508702,8.76550185627394,2.06976469880334e-13,9.45438946346242e-12,"cid1 - cid0"
"NEO1","NEO1",-0.653321245472371,9.81617012398633,2.24633442672685e-13,1.01957377509518e-11,"cid1 - cid0"
"CEBPB","CEBPB",0.789781142899724,11.9296163057142,2.25746259406885e-13,1.01957377509518e-11,"cid1 - cid0"
"PRRX1","PRRX1",0.96172891764629,7.49365700211708,2.26622563659043e-13,1.01957377509518e-11,"cid1 - cid0"
"RBM47","RBM47",-0.590167404211677,12.0541114691042,2.3084972758527e-13,1.03076286747517e-11,"cid1 - cid0"
"FXYD5","FXYD5",0.669667667187069,9.9111717560975,2.31593809503649e-13,1.03076286747517e-11,"cid1 - cid0"
"C2CD2","C2CD2",0.443817602194237,8.51638955369836,2.32563497408672e-13,1.03076286747517e-11,"cid1 - cid0"
"SHTN1","SHTN1",-0.548750913813647,9.64579078448703,2.35764627135028e-13,1.03540351028306e-11,"cid1 - cid0"
"RHOH","RHOH",1.1977668303875,9.00684765085268,2.35923507313465e-13,1.03540351028306e-11,"cid1 - cid0"
"FLI1","FLI1",1.01557511514255,8.18079144135458,2.39466274488352e-13,1.04582514902157e-11,"cid1 - cid0"
"FAM49A","FAM49A",0.92013604596371,8.42769629626274,2.49316763074952e-13,1.08355969893692e-11,"cid1 - cid0"
"MAPK13","MAPK13",-0.56459281295006,10.4665604238693,2.54496959097429e-13,1.1007300844441e-11,"cid1 - cid0"
"HDAC1","HDAC1",-0.412878641052716,12.2133386196988,2.58228379199333e-13,1.11149936489021e-11,"cid1 - cid0"
"GNA14","GNA14",-0.509054268504613,8.10261128868951,2.70565575388916e-13,1.15903042892678e-11,"cid1 - cid0"
"CLMN","CLMN",-0.776124996128653,9.41954158747068,2.85674908305711e-13,1.21792735907668e-11,"cid1 - cid0"
"IL11","IL11",2.91709882338191,7.44584226687861,2.94672709282718e-13,1.25033401242093e-11,"cid1 - cid0"
"ASL","ASL",-0.488821733353193,10.7389375314304,3.02477967641145e-13,1.27739870013734e-11,"cid1 - cid0"
"CES3","CES3",-0.832332223866642,9.66950705758964,3.06713652310755e-13,1.28920531884422e-11,"cid1 - cid0"
"RILPL2","RILPL2",0.738274184607143,8.65682357080585,3.1153759075991e-13,1.30336264022125e-11,"cid1 - cid0"
"PGM1","PGM1",-0.509196576304635,10.785292101946,3.19893051118347e-13,1.33209417984305e-11,"cid1 - cid0"
"LAX1","LAX1",1.04703770559369,8.84617184769762,3.27816156962866e-13,1.35200629011612e-11,"cid1 - cid0"
"LCP1","LCP1",1.10444919940505,10.5448170307159,3.28540339586686e-13,1.35200629011612e-11,"cid1 - cid0"
"GPR137B","GPR137B",0.632380344390665,9.42094826516568,3.29205150502976e-13,1.35200629011612e-11,"cid1 - cid0"
"PLCB4","PLCB4",-0.898605635470854,8.90184823677585,3.38448450967438e-13,1.37573273843186e-11,"cid1 - cid0"
"GALNT7","GALNT7",-0.651299415934748,11.8729205919796,3.38498744846682e-13,1.37573273843186e-11,"cid1 - cid0"
"B3GNT3","B3GNT3",-0.656592747092491,9.61933254427882,3.39592243039696e-13,1.37573273843186e-11,"cid1 - cid0"
"SLC35D1","SLC35D1",-0.676469146745641,10.0852686042932,3.57143343137205e-13,1.4403172752736e-11,"cid1 - cid0"
"C5orf30","C5orf30",-0.792727677657204,9.52842665539767,3.67113961525896e-13,1.46813570139162e-11,"cid1 - cid0"
"HTRA1","HTRA1",0.684599085422388,9.2755963045733,3.67320894796964e-13,1.46813570139162e-11,"cid1 - cid0"
